900,World,2,Medium,1978,1978.5,2161887.592,2142646.007,4304533.599,33.088
900,World,2,Medium,1979,1979.5,2200418.504,2180087.681,4380506.185,33.672
900,World,2,Medium,1980,1980.5,2239689.027,2218314.439,4458003.466,34.268
900,World,2,Medium,1981,1981.5,2279673.275,2257323.344,4536996.619,34.875
900,World,2,Medium,1982,1982.5,2320329.605,2297056.921,4617386.526,35.493
900,World,2,Medium,1983,1983.5,2361892.584,2337676.603,4699569.187,36.124
900,World,2,Medium,1984,1984.5,2404645.374,2379366.143,4784011.517,36.773
900,World,2,Medium,1985,1985.5,2448724.603,2422197.063,4870921.666,37.442
900,World,2,Medium,1986,1986.5,2494279.319,2466288.681,4960568,38.131
900,World,2,Medium,1987,1987.5,2541075.233,2511446.765,5052521.998,38.837
900,World,2,Medium,1988,1988.5,2588387.929,2557038.065,5145425.994,39.552
900,World,2,Medium,1989,1989.5,2635233.492,2602207.942,5237441.434,40.259
900,World,2,Medium,1990,1990.5,2680895.262,2646335.779,5327231.041,40.949
900,World,2,Medium,1991,1991.5,2725113.179,2689176.204,5414289.383,41.618
900,World,2,Medium,1992,1992.5,2768050.729,2730869.164,5498919.893,42.269
900,World,2,Medium,1993,1993.5,2809940.82,2771656.778,5581597.598,42.904
900,World,2,Medium,1994,1994.5,2851196.996,2811953.432,5663150.428,43.531
900,World,2,Medium,1995,1995.5,2892141.549,2852071.381,5744212.93,44.154
900,World,2,Medium,1996,1996.5,2932815.962,2892075.969,5824891.931,44.774
900,World,2,Medium,1997,1997.5,2973160.99,2931884.657,5905045.647,45.391
900,World,2,Medium,1998,1998.5,3013295.709,2971498.366,5984794.075,46.004
900,World,2,Medium,1999,1999.5,3053349.42,3010889.613,6064239.033,46.614
900,World,2,Medium,2000,2000.5,3093433.858,3050059.948,6143493.806,47.223
900,World,2,Medium,2001,2001.5,3133601.761,3089024.77,6222626.531,47.832
900,World,2,Medium,2002,2002.5,3173900.449,3127872.723,6301773.172,48.44
900,World,2,Medium,2003,2003.5,3214422.031,3166763.11,6381185.141,49.051
900,World,2,Medium,2004,2004.5,3255262.626,3205896.765,6461159.391,49.665
900,World,2,Medium,2005,2005.5,3296485.267,3245421.689,6541906.956,50.286
900,World,2,Medium,2006,2006.5,3338132.929,3285384.988,6623517.917,50.913
900,World,2,Medium,2007,2007.5,3380183.02,3325763.623,6705946.643,51.547
900,World,2,Medium,2008,2008.5,3422546.382,3366542.29,6789088.672,52.186
900,World,2,Medium,2009,2009.5,3465089.423,3407677.565,6872766.988,52.829
900,World,2,Medium,2010,2010.5,3507703.635,3449119.953,6956823.588,53.475
900,World,2,Medium,2011,2011.5,3550332.593,3490861.575,7041194.168,54.124
900,World,2,Medium,2012,2012.5,3592963.006,3532864.951,7125827.957,54.774
900,World,2,Medium,2013,2013.5,3635575.332,3575006.709,7210582.041,55.426
900,World,2,Medium,2014,2014.5,3678161.837,3617128.922,7295290.759,56.077
900,World,2,Medium,2015,2015.5,3720696.374,3659100.593,7379796.967,56.727
900,World,2,Medium,2016,2016.5,3763157.221,3700864.713,7464021.934,57.374
900,World,2,Medium,2017,2017.5,3805469.093,3742389.807,7547858.9,58.018
900,World,2,Medium,2018,2018.5,3847487.861,3783603.252,7631091.113,58.658
900,World,2,Medium,2019,2019.5,3889034.611,3824433.594,7713468.205,59.291
900,World,2,Medium,2020,2020.5,3929973.953,3864824.776,7794798.729,59.917
900,World,2,Medium,2021,2021.5,3970238.39,3904727.342,7874965.732,60.533
